365.204,1,0,0,0,0,0,2,1,5,0,1,4,20,11,24,2,3,0,4,4,0,14,0,5
366.353,1,0,0,0,0,2,0,3,0,0,10,21,20,4,8,1,4,0,3,1,13,3,7,0
387.362,0,0,1,0,2,0,1,0,1,1,4,18,23,4,14,2,1,0,2,11,0,11,5,0
395.209,0,0,0,0,2,1,1,0,8,14,18,5,5,2,11,0,0,2,11,1,11,5,4,0
411.766,0,0,0,1,2,0,0,1,8,17,15,4,6,5,0,3,0,14,0,9,8,5,3,0
408.525,0,0,0,0,0,1,13,2,9,17,2,4,4,2,1,0,15,0,11,8,0,7,0,5
418.119,0,0,0,0,0,5,3,17,3,14,0,6,0,3,0,14,0,9,8,6,0,5,0,8
432.157,0,0,0,0,0,4,16,13,1,3,7,4,0,0,12,0,11,6,0,2,6,2,6,8
424.753,0,0,0,0,0,12,11,10,6,3,0,1,2,13,0,13,4,0,3,2,0,9,2,10
440.272,0,0,0,4,10,8,5,1,7,0,0,1,16,0,13,0,2,4,1,1,14,6,1,7
449.016,0,0,3,4,10,2,2,6,0,0,1,17,0,15,7,0,2,0,0,5,10,6,0,11
438.969,1,0,5,0,8,6,3,0,0,2,10,0,16,5,3,1,0,0,10,7,0,11,0,13
440.436,0,1,5,4,2,7,0,0,0,9,0,13,12,2,3,0,0,7,1,10,0,3,9,13
430.728,1,2,4,2,2,0,0,0,15,0,9,8,6,2,0,0,10,1,2,1,6,8,9,13
408.828,1,2,3,2,0,0,1,13,0,10,2,3,0,0,0,4,3,7,9,2,14,3,9,13
404.839,1,0,3,0,0,0,14,0,10,3,0,4,0,0,0,8,3,1,6,12,6,18,10,2
392.776,1,1,0,2,0,9,1,9,3,0,0,0,0,4,6,8,0,0,8,18,10,18,0,3
380.74,1,0,1,0,8,0,8,4,0,1,0,0,5,0,2,4,3,7,19,9,22,4,0,3
387.422,0,1,0,5,0,5,4,0,0,0,0,2,6,2,6,0,25,10,0,19,8,2,6,0
379.647,1,0,4,0,3,0,0,0,0,0,4,5,6,2,0,6,11,17,23,7,5,4,0,3
380.486,0,2,0,2,1,0,0,0,0,2,7,4,0,2,12,3,20,22,4,8,5,0,5,2
380.215,1,0,3,1,0,1,0,0,0,1,5,6,0,10,20,24,3,3,4,6,0,5,0,8
377.706,0,2,0,0,2,0,0,6,0,0,4,0,4,2,11,24,20,0,7,2,6,2,9,0
369.312,1,1,0,0,0,0,1,2,5,0,0,4,11,20,24,3,0,4,2,5,0,12,0,6
363.451,1,0,0,0,0,0,3,1,0,1,4,11,20,24,4,2,3,0,0,5,13,0,7,2
372.897,0,1,0,0,0,3,0,1,0,1,10,18,23,8,1,6,0,1,2,10,0,11,5,0
389.191,0,0,0,0,2,1,0,1,1,10,1,21,20,6,2,0,0,2,13,1,11,5,0,4
391.473,0,0,2,0,0,0,1,7,15,0,18,6,8,3,0,3,0,11,1,11,8,4,3,0
419.762,0,0,0,0,0,1,2,3,12,17,0,6,6,1,0,3,22,0,9,7,2,7,3,0
413.678,0,0,0,0,0,2,1,13,18,1,9,2,3,2,0,14,0,11,6,4,0,7,0,8
427.796,0,0,0,0,1,0,16,13,9,3,0,0,4,1,13,1,14,3,0,4,5,0,6,8
430.789,0,0,0,0,6,5,16,5,1,4,0,5,0,18,0,9,0,1,7,1,1,10,2,10
435.979,0,0,0,4,10,1,12,5,3,0,2,0,16,1,11,6,0,0,2,1,4,10,12,1
449.061,0,0,0,4,10,8,2,6,0,1,0,14,0,15,6,0,2,0,0,9,3,14,0,7
451.81,1,1,2,6,0,4,4,1,1,0,18,0,15,5,3,1,0,0,8,14,4,0,2,11
445.498,1,2,4,3,0,3,0,2,1,17,0,13,4,2,10,0,0,1,2,12,4,0,8,12
477.006,1,2,4,3,0,0,1,1,17,0,13,3,0,4,0,0,3,10,17,2,7,9,4,0
541.734,0,0,4,2,0,0,7,8,7,4,3,2,3,7,2,1,0,0,15,15,10,7,4,0
541.734,0,0,4,2,0,0,7,8,7,4,3,2,3,7,2,1,0,0,15,15,10,7,4,0
541.734,0,0,4,2,0,0,7,8,7,4,3,2,3,7,2,1,0,0,15,15,10,7,4,0
541.734,0,0,4,2,0,0,7,8,7,4,3,2,3,7,2,1,0,0,15,15,10,7,4,0
